curp,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,edad,sexo,nivel_trabajo,casa,ahorros,cheques,credito_cantidad,credito_duracion,credito_proposito,riego
WASK640509,Kimberly,Walker,Sanders,1964-05-09,54,M,2,no,pequena,6726,9158,17,carro,bueno
AUBS161029,Sonya,Asbury,Booker,1916-10-29,102,M,2,no,pequena,5188,36280,7,radio,malo
DADT380407,Thomas,Davenport,Decicco,1938-04-07,81,H,1,propia,alta,70660238,30000,14,muebles,bueno
MENE020408,Edith,Mendez,Noel,1902-04-08,117,M,3,propia,moderada,31993,22462,17,equipo,bueno
RIBT911116,Trina,Rice,Burg,1991-11-16,27,M,0,propia,alta,3366323,46469,2,educacion,malo
MOGD980727,Donna,Moreno,Gonzalez,1998-07-27,20,M,0,renta,moderada,46371,1254,14,negocios,bueno
WOAM270915,Marilyn,Wood,Ack,1927-09-15,91,M,3,no,muy-grande,6530270,47558,23,otros,bueno
DEBG770123,Gustavo,Defenbaugh,Black,1977-01-23,42,H,2,propia,moderada,33754,2895,23,equipo,bueno
MAGS901006,Stephen,Master,Garner,1990-10-06,28,H,2,no,moderada,27611,12660,22,educacion,malo
CABA120910,Alecia,Cashion,Bailey,1912-09-10,106,M,1,no,pequena,258,20640,11,negocios,bueno
FOGR980330,Richard,Ford,Garcia,1998-03-30,21,H,0,renta,muy-grande,48297716,6683,22,negocios,malo
GICW141203,William,Gidney,Couch,1914-12-03,104,H,1,renta,pequena,9974,4537,15,equipo,malo
GISM560521,Maria,Gibson,Soucy,1956-05-21,62,M,0,propia,muy-grande,1062244,42102,3,muebles,malo
WIHR050205,Ronald,Withrow,Hissem,1905-02-05,114,H,2,no,muy-grande,13785455,43070,20,radio,malo
OAMJ341005,Joyce,Oldham,Marcello,1934-10-05,84,M,2,renta,alta,99025802,15494,8,equipo,malo
RELL720929,Lori,Reynolds,Lucas,1972-09-29,46,M,1,no,alta,72005945,45829,2,reparaciones,malo
COML050821,Larry,Cook,Morales,1905-08-21,113,H,2,no,muy-grande,30983276,32777,5,negocios,bueno
POHM351203,Madeline,Posey,Husband,1935-12-03,83,M,1,propia,alta,32066793,43391,8,radio,malo
RARR760404,Richard,Randolph,Roman,1976-04-04,43,H,2,no,pequena,3165,39768,20,educacion,bueno
EAHS930824,Stanley,Edwards,Houser,1993-08-24,25,H,3,propia,muy-grande,76110395,47302,7,linea blanca,bueno
DICB720117,Barry,Dias,Choe,1972-01-17,47,H,2,renta,alta,35945393,44088,19,reparaciones,bueno
FESS591027,Susan,Ferry,Summers,1959-10-27,59,M,1,no,muy-grande,13925879,8855,17,linea blanca,malo
PEDM260407,Megan,Pye,Dejesus,1926-04-07,93,M,3,propia,moderada,17466,42606,10,reparaciones,malo
PABE650421,Eleanor,Page,Barrett,1965-04-21,54,M,0,propia,alta,8955145,17360,2,linea blanca,malo
HARE321225,Ernest,Hattaway,Reeder,1932-12-25,86,H,2,propia,muy-grande,17913925,45763,4,educacion,bueno
SIBL570628,Larry,Sierra,Bryant,1957-06-28,61,H,3,propia,pequena,9449,3615,9,educacion,bueno
FEPS400509,Steve,Feucht,Perales,1940-05-09,78,H,2,propia,pequena,3719,10693,8,educacion,malo
HAJR011022,Richard,Hanna,Jordan,1901-10-22,117,H,0,no,moderada,30777,24487,7,vacaciones,bueno
GOVB751209,Bernard,Goodwin,Varnado,1975-12-09,43,H,0,renta,pequena,4021,4290,3,otros,bueno
REGS790404,Sammie,Rhymer,Galloway,1979-04-04,40,M,2,propia,moderada,46548,16382,12,vacaciones,bueno
WIRM060307,Mary,Williams,Rutenberg,1906-03-07,113,M,0,no,pequena,194,30045,14,otros,bueno
COGA050831,Antonio,Collins,Gibson,1905-08-31,113,H,0,no,alta,92174477,28524,14,otros,bueno
RIDI630127,Ida,Rink,Draves,1963-01-27,56,M,2,renta,alta,58650872,39668,24,muebles,malo
SUGF691208,Frederick,Squire,Guerrier,1969-12-08,49,H,3,renta,alta,2875963,14884,4,equipo,bueno
VASF330420,Faye,Vasquez,Shabazz,1933-04-20,86,M,2,propia,pequena,8624,18320,19,equipo,malo
RIGJ800819,Jose,Richardson,Gallegos,1980-08-19,38,H,2,renta,pequena,4913,47864,8,equipo,bueno
BUKD980710,David,Burlock,Klingensmith,1998-07-10,20,H,1,renta,pequena,4235,35073,13,linea blanca,bueno
COMV251216,Vincent,Coley,Manley,1925-12-16,93,H,1,no,pequena,7551,13870,18,otros,malo
PUSE671110,Etta,Pybus,Shull,1967-11-10,51,M,0,renta,moderada,42085,15124,20,negocios,malo
DABF540112,Frances,Dansie,Balser,1954-01-12,65,M,0,renta,alta,71271000,39965,12,muebles,malo
LUDJ330606,Jaqueline,Lussier,Dial,1933-06-06,85,M,2,renta,pequena,937,24892,13,linea blanca,malo
BOLM770506,Margaret,Bonilla,Lindner,1977-05-06,41,M,3,renta,pequena,5068,4779,17,muebles,malo
CAMT610607,Tamara,Caputo,Manuel,1961-06-07,57,M,1,renta,moderada,33409,27042,21,reparaciones,malo
KURT090620,Terry,Kuennen,Rivera,1909-06-20,109,H,3,renta,alta,92998768,14889,12,reparaciones,malo
BAAK620211,Kristan,Bart,Allen,1962-02-11,57,M,3,renta,moderada,47718,34527,14,otros,malo
CODP631213,Peter,Cook,Davis,1963-12-13,55,H,2,renta,pequena,2055,37809,18,TV,bueno
FIHN680312,Nancy,Fritz,Horton,1968-03-12,51,M,2,propia,pequena,5467,2049,2,muebles,bueno
CAHJ680727,Jerry,Clark,Hamilton,1968-07-27,50,H,3,propia,muy-grande,55779233,17625,3,educacion,bueno
BABI231229,Ida,Bass,Buker,1923-12-29,95,M,0,renta,pequena,3169,41753,23,educacion,malo
COHM060626,Martha,Comnick,Henry,1906-06-26,112,M,3,propia,muy-grande,5283298,8274,5,negocios,bueno
MOVD761010,Dawn,Moreau,Vives,1976-10-10,42,M,1,propia,muy-grande,98802922,22576,20,radio,malo
WOOS220105,Sharon,Wolfe,Obrien,1922-01-05,97,M,0,renta,muy-grande,70316775,14681,22,muebles,malo
PAAJ651009,Janet,Page,Adams,1965-10-09,53,M,0,propia,pequena,9147,23156,24,otros,bueno
DOFM960213,Miriam,Douds,Frost,1996-02-13,23,M,0,propia,alta,68025547,2447,10,vacaciones,bueno
PESE640524,Enriqueta,Pellegrino,Scruggs,1964-05-24,54,M,2,propia,moderada,29208,32387,24,equipo,malo
MOHJ941231,Joseph,Monteleone,Howarter,1994-12-31,24,H,0,no,moderada,46427,25782,16,educacion,malo
HASE140318,Emma,Hawks,Swafford,1914-03-18,105,M,3,no,muy-grande,86290960,41774,19,TV,malo
WIMM670120,Michael,William,Morey,1967-01-20,52,H,1,propia,alta,86598104,42855,8,linea blanca,bueno
TEPR000430,Robert,Tenda,Pell,1900-04-30,118,H,3,renta,moderada,14627,28820,7,equipo,malo
NOSC660427,Carlos,Norris,Smith,1966-04-27,53,H,3,no,moderada,37616,42011,24,negocios,bueno
LIWA250610,Allen,Liggins,Wright,1925-06-10,93,H,3,propia,pequena,8671,10008,6,equipo,bueno
WEPR240113,Richard,Wengerd,Pinks,1924-01-13,95,H,3,renta,pequena,1258,47663,3,negocios,bueno
WAJJ711210,Juan,Wagner,Jacob,1971-12-10,47,H,1,renta,muy-grande,11041478,49128,19,negocios,malo
SUSC290804,Cynthia,Stultz,Sams,1929-08-04,89,M,0,propia,muy-grande,17487371,32793,16,linea blanca,malo
JOSE930722,Edward,Johnson,Schramm,1993-07-22,25,H,0,no,pequena,7156,11032,5,otros,bueno
HUWJ000821,James,Hunter,Wilson,1900-08-21,118,H,3,propia,moderada,29094,25157,15,muebles,malo
HOBA010913,Alma,Houston,Brown,1901-09-13,117,M,1,propia,muy-grande,72262544,26278,6,otros,bueno
SAWE910824,Edna,Stay,Williams,1991-08-24,27,M,0,propia,muy-grande,24572993,8001,3,equipo,malo
TOMH180203,Herbert,Thomas,Maxwell,1918-02-03,101,H,2,no,pequena,4205,28234,3,reparaciones,malo
SOJM950608,Mary,Soto,Joy,1995-06-08,23,M,2,no,moderada,14971,10786,3,TV,bueno
SERL230622,Luz,Sleiman,Rivera,1923-06-22,95,M,2,propia,pequena,7677,36829,11,TV,malo
OOPD720404,Deborah,Osborn,Pettit,1972-04-04,47,M,2,propia,alta,69071276,14968,17,muebles,bueno
LOGN540112,Nicholas,Logan,George,1954-01-12,65,H,3,no,muy-grande,97465968,26684,6,otros,bueno
TOBS961115,Shannon,Thompson,Barrett,1996-11-15,22,M,0,no,moderada,22948,25561,10,negocios,bueno
VAGH590417,Howard,Valenzula,Gravel,1959-04-17,60,H,1,renta,moderada,24357,22400,13,otros,bueno
DADM170306,Mary,Dannis,Deming,1917-03-06,102,M,2,renta,moderada,39601,20387,17,muebles,malo
WATR600908,Ricky,Ward,Thomas,1960-09-08,58,H,3,renta,muy-grande,57541705,42639,14,negocios,bueno
CAHW220829,William,Cantwell,Hayes,1922-08-29,96,H,2,no,moderada,37034,31154,13,radio,malo
BAHJ510215,Jessica,Baker,Hallam,1951-02-15,68,M,1,propia,alta,12884823,24418,22,radio,malo
HELR470116,Robert,Hembree,Louie,1947-01-16,72,H,2,renta,alta,36317774,20797,8,carro,malo
CIMJ201001,James,Cline,Miles,1920-10-01,98,H,0,no,alta,90022724,30435,12,muebles,malo
PEVA560714,Alexandra,Perkins,Valen,1956-07-14,62,M,0,no,moderada,45155,1748,2,carro,malo
WICA721206,Alison,Wingo,Clark,1972-12-06,46,M,3,no,muy-grande,30644652,20669,22,muebles,bueno
SERH580511,Helen,Seguin,Renninger,1958-05-11,60,M,3,no,moderada,40392,16858,5,otros,bueno
LIUG960929,Gabriel,Littlejohn,Urias,1996-09-29,22,H,3,propia,pequena,8182,4285,3,negocios,malo
EIKE910618,Edith,Elliott,Kelso,1991-06-18,27,M,1,no,alta,13059076,9130,12,negocios,bueno
CARS760521,Scott,Cardwell,Rances,1976-05-21,42,H,2,propia,moderada,45516,35573,17,equipo,bueno
WILG650402,Gerald,Wright,Lowell,1965-04-02,54,H,0,no,alta,57844617,40042,8,negocios,bueno
JUGB580803,Brandon,Jumper,Garcia,1958-08-03,60,H,0,renta,muy-grande,51404419,5881,17,TV,malo
FOPG290411,Gail,Fore,Perry,1929-04-11,90,M,1,propia,alta,62322344,16519,6,otros,malo
BMA910416R,Anna,Byrd,Mcknight,1991-04-16,28,M,2,renta,muy-grande,76376563,35613,7,negocios,malo
HOGR200111,Roger,Hodges,Gant,1920-01-11,99,H,1,no,muy-grande,32443657,21001,11,educacion,malo
LEMM860129,Mary,Lea,Miller,1986-01-29,33,M,1,propia,pequena,5661,3293,4,negocios,malo
TADD270602,David,Tabisula,Doiron,1927-06-02,91,H,0,renta,pequena,1572,642,4,muebles,bueno
MORA000828,Arthur,Moore,Rippelmeyer,1900-08-28,118,H,0,propia,moderada,34071,25011,2,reparaciones,malo
BOSM701220,Matthew,Bobo,Sneed,1970-12-20,48,H,1,renta,muy-grande,77613656,45587,24,vacaciones,bueno
MAFM670805,Mary,Martineau,Freese,1967-08-05,51,M,3,renta,pequena,2254,22002,20,linea blanca,malo
SOKK640623,Kimberly,Shores,Keitel,1964-06-23,54,M,3,renta,moderada,34833,5159,3,reparaciones,bueno
WIPJ630905,Jose,Wilburn,Pierce,1963-09-05,55,H,1,renta,pequena,5521,34919,5,educacion,bueno
SERR610822,Rosa,Shea,Reed,1961-08-22,57,M,0,renta,muy-grande,7621064,13458,14,vacaciones,bueno
LOSS280505,Susan,Long,Sittloh,1928-05-05,90,M,2,propia,alta,79771225,31283,22,TV,malo
HAMM410930,Marietta,Hannah,Moss,1941-09-30,77,M,0,propia,muy-grande,15344630,7501,9,muebles,malo
GULT080615,Tracie,Gutierrez,Lewis,1908-06-15,110,M,1,no,alta,77847097,27440,15,TV,bueno
LGS9409072,Sallie,Lynch,Gepner,1994-09-07,24,M,1,renta,alta,99888878,46735,4,vacaciones,malo
AEKH811226,Heather,Anderson,Klitz,1981-12-26,37,M,3,propia,pequena,7782,44509,9,otros,bueno
BABD070825,Debbie,Baron,Burchett,1907-08-25,111,M,1,no,moderada,10857,37346,23,linea blanca,malo
DODJ511228,Jason,Dorn,Dickerson,1951-12-28,67,H,1,renta,moderada,42762,28922,14,radio,bueno
JOMT650312,Theresa,Jones,Mckenna,1965-03-12,54,M,1,no,moderada,44402,398,16,radio,bueno
OANC080330,Carla,Oakden,Nuzback,1908-03-30,111,M,2,no,muy-grande,2744500,17862,8,muebles,malo
MICR581208,Russell,Mitchell,Corn,1958-12-08,60,H,0,propia,moderada,31271,31741,5,equipo,bueno
DAAM180607,Mickey,Daly,Appello,1918-06-07,100,H,0,no,alta,77072935,33776,11,radio,bueno
JAMN610804,Nannie,Jaramillo,Marshall,1961-08-04,57,M,0,no,alta,12815878,46176,20,TV,bueno
KOBB900122,Bill,Koenig,Baker,1990-01-22,29,H,1,no,alta,49472109,22957,4,radio,bueno
LUTH020801,Heather,Lucero,Truitt,1902-08-01,116,M,3,no,pequena,6426,19258,16,vacaciones,bueno
MABJ420325,Jennifer,Mcadams,Bush,1942-03-25,77,M,2,propia,moderada,12891,15404,7,radio,bueno
SESF680125,Fred,Seigel,Soares,1968-01-25,51,H,3,propia,alta,13632966,10124,19,vacaciones,malo
JOJB890412,Betty,Johnson,Jenkins,1989-04-12,30,M,0,renta,pequena,543,19150,3,radio,bueno
LAHJ210927,John,Lassiter,Headley,1921-09-27,97,H,3,renta,pequena,2765,10547,17,carro,malo
BAAJ910629,Jeffrey,Bryant,Austin,1991-06-29,27,H,1,no,alta,21206388,39416,23,otros,malo
RERE590414,Eric,Redding,Roane,1959-04-14,60,H,3,propia,muy-grande,69855324,37566,8,TV,malo
DAWJ291006,James,Dardy,Williams,1929-10-06,89,H,2,renta,moderada,30758,44915,17,muebles,bueno
HAMO000418,Ollie,Harwell,Martens,1900-04-18,119,M,3,propia,pequena,2852,3376,11,reparaciones,bueno
CIWR580907,Robert,Chi,Wood,1958-09-07,60,H,3,renta,alta,49242041,32665,6,linea blanca,bueno
RIBL770825,Louis,Richardson,Battle,1977-08-25,41,H,1,renta,muy-grande,52305451,239,21,vacaciones,bueno
XIRC040613,Charles,Xiong,Reinhardt,1904-06-13,114,H,0,renta,muy-grande,58288218,40789,8,equipo,bueno
DAFM971013,Merle,Darden,Fox,1997-10-13,21,H,0,no,alta,70885804,35798,20,carro,bueno
MOMD080412,Dorothy,Moore,Martin,1908-04-12,111,M,1,renta,pequena,6381,2360,5,reparaciones,bueno
SIPD290208,Dale,Shiver,Panzarino,1929-02-08,90,H,0,no,muy-grande,49590158,11814,14,linea blanca,bueno
HIJN560726,Nathan,Hilt,Jackson,1956-07-26,62,H,0,renta,alta,70095694,11939,12,equipo,malo
TUHC530609,Cora,Turner,Harwood,1953-06-09,65,M,0,no,moderada,31093,16322,22,otros,bueno
BUPM751121,Mario,Butler,Phillips,1975-11-21,43,H,2,no,alta,85689585,36728,19,reparaciones,malo
FEKE211023,Elena,Fresh,Kindle,1921-10-23,97,M,0,renta,alta,36760880,45434,13,negocios,malo
MECA140910,Adam,Merced,Castro,1914-09-10,104,H,2,renta,moderada,11242,7380,5,carro,bueno
BOHS330131,Scott,Bowman,Hyde,1933-01-31,86,H,1,propia,alta,54177404,7498,17,otros,bueno
KEHE141111,Esther,Kerwood,Hubbard,1914-11-11,104,M,3,renta,moderada,14423,8189,11,educacion,bueno
WICK330427,Kelly,Wisner,Chiesa,1933-04-27,86,M,1,renta,moderada,32735,40147,21,linea blanca,bueno
BOHJ871124,Joan,Brown,Hall,1987-11-24,31,M,0,renta,pequena,8299,22268,2,vacaciones,bueno
MIAG620124,Gladys,Miller,Anderson,1962-01-24,57,M,0,no,alta,87362998,31801,12,equipo,bueno
GIWC120704,Cherry,Gibbons,Wagner,1912-07-04,106,M,2,propia,muy-grande,80017206,41372,23,radio,malo
SEBR210102,Ramon,Seburg,Bunch,1921-01-02,98,H,3,propia,pequena,6579,17098,23,vacaciones,bueno
GESG000221,Gloria,Germon,Sagers,1900-02-21,119,M,3,renta,muy-grande,39390774,41826,22,linea blanca,bueno
SAHJ950311,Jason,Sandoval,Hickson,1995-03-11,24,H,1,renta,moderada,22295,10640,16,linea blanca,bueno
CAAM350310,Marvin,Cartwright,Adams,1935-03-10,84,H,0,no,pequena,866,40237,14,reparaciones,bueno
DUJR051016,Rachel,Dunlop,James,1905-10-16,113,M,0,renta,moderada,21207,45425,15,linea blanca,bueno
PAPB161017,Billy,Parish,Pomeroy,1916-10-17,102,H,1,propia,muy-grande,85842989,47903,3,TV,bueno
BOAV241230,Vanessa,Bobrow,Allen,1924-12-30,94,M,3,propia,pequena,1828,23730,8,muebles,malo
AESA050905,Alissa,Anderson,Stubbert,1905-09-05,113,M,0,no,alta,57023103,6612,10,otros,malo
BABJ280729,James,Bailes,Boothe,1928-07-29,90,H,0,no,alta,88711667,6381,4,radio,malo
AECM490610,Mildred,Allen,Clark,1949-06-10,69,M,0,propia,moderada,20291,34605,23,educacion,malo
GATK050407,Karen,Gray,Tate,1905-04-07,114,M,2,no,pequena,5381,35661,7,carro,bueno
COPD500523,Dennis,Cox,Price,1950-05-23,68,H,0,propia,alta,85103548,32925,19,otros,malo
PICJ820308,Jonathan,Price,Carter,1982-03-08,37,H,0,renta,pequena,303,2921,15,radio,malo
HODM840917,Maria,Holman,Dunning,1984-09-17,34,M,2,no,alta,89513464,19360,18,carro,malo
RIBC090130,Cliff,Rice,Buckner,1909-01-30,110,H,1,no,pequena,2954,28264,7,linea blanca,bueno
VOYC350109,Curtis,Vonsoosten,Yates,1935-01-09,84,H,3,renta,pequena,9013,12490,21,radio,malo
HOMA860921,April,Howell,Monti,1986-09-21,32,M,2,renta,alta,76631583,13734,23,vacaciones,malo
FOBJ141008,John,Fort,Barnes,1914-10-08,104,H,1,no,alta,34919845,49794,14,radio,bueno
WAHJ370201,Jim,Wallace,Howell,1937-02-01,82,H,3,propia,pequena,1849,14868,6,radio,bueno
LELS201019,Susan,Leonard,Lanier,1920-10-19,98,M,1,propia,muy-grande,60699768,3091,24,equipo,bueno
FOSE370105,Elodia,Flood,Speights,1937-01-05,82,M,3,renta,muy-grande,17784042,45237,3,TV,bueno
WIOB820209,Barry,Willingham,Obrien,1982-02-09,37,H,2,renta,moderada,16828,43859,22,carro,malo
NISB850731,Bill,Nissen,Smith,1985-07-31,33,H,2,propia,alta,96871532,38293,14,otros,malo
SIST670719,Timothy,Smith,Smith,1967-07-19,51,H,1,renta,pequena,3664,44208,5,linea blanca,bueno
PUOK920117,Kyle,Pulliam,Otoole,1992-01-17,27,H,1,no,muy-grande,97784478,7891,8,negocios,bueno
DIPT501114,Timothy,Dilorenzo,Pereira,1950-11-14,68,H,2,propia,pequena,9241,43068,2,equipo,malo
JOMA911207,Alison,Jordan,Mccaskill,1991-12-07,27,M,3,propia,muy-grande,35254473,18472,19,vacaciones,malo
FECB280408,Bessie,Ferrara,Canales,1928-04-08,91,M,2,renta,alta,3178858,13000,14,carro,malo
MATA940717,Alane,Mayon,Taylor,1994-07-17,24,M,3,propia,alta,57072350,21904,10,equipo,bueno
HODM490623,Monica,Hoff,Defosses,1949-06-23,69,M,1,renta,moderada,44928,44604,17,vacaciones,bueno
PEWJ730815,Jack,Perez,Woodley,1973-08-15,45,H,3,no,muy-grande,54588168,4456,17,equipo,bueno
SICM130304,Mike,Shipman,Cohen,1913-03-04,106,H,3,propia,moderada,42631,12699,19,equipo,bueno
IAVM501217,Max,Ingram,Vitale,1950-12-17,68,H,1,propia,moderada,10978,15917,5,carro,bueno
DOMM370801,Marcelino,Dodge,Mackinnon,1937-08-01,81,H,3,renta,alta,31761767,12223,4,linea blanca,malo
HEBK370112,Kelly,Hennon,Brodowski,1937-01-12,82,M,1,propia,alta,47279110,3434,14,radio,malo
SONS980531,Shirley,Scott,Neal,1998-05-31,20,M,1,renta,moderada,19217,23265,8,equipo,bueno
LASP400224,Pedro,Lacount,Stonis,1940-02-24,79,H,3,no,alta,13509495,5289,5,negocios,bueno
UIYW521016,William,Uccio,Young,1952-10-16,66,H,1,renta,moderada,43220,1098,6,vacaciones,malo
HEFA230902,Angela,Hersey,Fisher,1923-09-02,95,M,3,renta,moderada,37131,27263,8,radio,bueno
CAVL500903,Laurie,Chavez,Velasquez,1950-09-03,68,M,3,no,alta,28615962,19309,20,equipo,malo
COMJ140507,Janet,Collier,Moore,1914-05-07,104,M,1,renta,alta,21298271,18393,19,negocios,bueno
BAHR000204,Rosa,Bacon,Heslep,2000-02-04,19,M,2,renta,pequena,1226,26200,7,reparaciones,bueno
HAMM090504,Martha,Hartel,Martino,1909-05-04,109,M,3,propia,moderada,26457,13164,22,radio,bueno
FICB261222,Betty,Fitch,Ceaser,1926-12-22,92,M,3,propia,pequena,8979,36267,16,vacaciones,bueno
WEBA010508,Adam,West,Brroks,1901-05-08,117,H,1,no,muy-grande,86073689,34685,3,equipo,bueno
RAFH750318,Herman,Rattanasinh,Fisher,1975-03-18,44,H,3,propia,pequena,7436,47471,11,carro,malo
WALP920131,Patrick,Wahl,Lutz,1992-01-31,27,H,0,renta,moderada,25040,22547,16,negocios,bueno
DICM651110,Marta,Diehl,Cannon,1965-11-10,53,M,3,no,muy-grande,16605344,28767,6,TV,bueno
PAGJ000519,James,Payne,Gibbs,1900-05-19,118,H,2,renta,moderada,29339,44400,3,muebles,bueno
BEWL540208,Linda,Bledsaw,Williams,1954-02-08,65,M,0,propia,moderada,40912,45580,18,muebles,malo
MAWJ700620,John,Mccarthy,Weber,1970-06-20,48,H,1,no,moderada,10128,33451,12,vacaciones,bueno
WAWM570110,Mason,Wallace,Winter,1957-01-10,62,H,3,propia,muy-grande,10613378,16226,5,carro,bueno
MABB870627,Bobby,Martinez,Brevell,1987-06-27,31,H,0,no,pequena,1359,145,14,otros,bueno
MIGR650726,Renee,Mitchell,Gregg,1965-07-26,53,M,2,no,moderada,36122,22133,23,radio,malo
ROGJ400307,Jose,Roach,Garcia,1940-03-07,79,H,2,renta,alta,14961600,18652,2,educacion,malo
HASC780528,Chara,Hartranft,Sova,1978-05-28,40,M,0,propia,muy-grande,26667556,41776,13,linea blanca,malo
DOWE650226,Elizabeth,Dowlin,Wiggins,1965-02-26,54,M,2,propia,muy-grande,14307566,25510,4,equipo,malo
COSB620630,Bruce,Coleman,Schwab,1962-06-30,56,H,0,propia,moderada,36682,734,3,carro,bueno
HAPJ540621,Jamison,Hartley,Peyton,1954-06-21,64,H,3,no,moderada,20701,13481,11,linea blanca,bueno
FEMJ900508,Jennifer,Ferrell,Mclauglin,1990-05-08,28,M,2,renta,moderada,45939,12485,24,radio,malo
MIBH580529,Hattie,Miller,Bowden,1958-05-29,60,M,1,propia,moderada,36726,8996,15,radio,malo
PENA611202,Amy,Penn,Neyhart,1961-12-02,57,M,1,no,alta,43564450,43064,10,carro,malo
OESR090112,Robert,Oneill,Stewart,1909-01-12,110,H,1,no,pequena,7969,9695,10,carro,bueno
ROFJ550111,Jacob,Robinson,Flint,1955-01-11,64,H,1,no,muy-grande,5338492,40276,11,reparaciones,bueno
YOTR290421,Robert,York,Terrio,1929-04-21,90,H,2,no,alta,61381666,9186,9,reparaciones,malo
CEKR120814,Rose,Chevalier,King,1912-08-14,106,M,0,renta,pequena,9614,34184,23,negocios,malo
HIWT140718,Thomas,Hill,West,1914-07-18,104,H,1,propia,moderada,24487,48911,12,carro,bueno
JOJK810822,Kourtney,Johnson,Johnson,1981-08-22,37,M,0,no,moderada,34687,20215,11,otros,malo
BERP850608,Paul,Byler,Reeves,1985-06-08,33,H,1,no,muy-grande,49420088,23610,20,TV,malo
LINH270810,Helen,Livings,Nardo,1927-08-10,91,M,0,propia,moderada,17069,25715,17,equipo,malo
QUMJ840601,Janet,Quinn,Milburn,1984-06-01,34,M,1,propia,muy-grande,82575889,24105,20,reparaciones,bueno
SECD920510,David,Snyder,Colpitts,1992-05-10,26,H,0,renta,alta,92570347,27525,22,educacion,malo
HOMG070824,Georgia,Hogsett,Matthews,1907-08-24,111,M,3,no,moderada,14453,22005,10,linea blanca,malo
WAFA570422,Agatha,Watson,Foster,1957-04-22,62,M,3,no,moderada,18943,12364,15,carro,malo
BAJJ420729,John,Barnes,Jefferson,1942-07-29,76,H,1,renta,muy-grande,59253486,9233,11,TV,bueno
WAWM860807,Marie,Whaley,Williams,1986-08-07,32,M,2,propia,alta,18204380,39481,16,carro,bueno
HOEA030805,Albert,Hobbs,Ellis,1903-08-05,115,H,0,renta,moderada,26126,39803,21,carro,bueno
WIGH390809,Hue,White,Grant,1939-08-09,79,M,1,propia,alta,83506308,38343,19,negocios,bueno
GOBJ970101,Julia,Golan,Brown,1997-01-01,22,M,0,propia,moderada,35316,36116,13,reparaciones,bueno
MOCA420420,Andrea,Morris,Clements,1942-04-20,77,M,2,propia,alta,75572782,31871,10,otros,bueno
PIBJ000307,James,Phillips,Ball,2000-03-07,19,H,1,propia,moderada,38545,19679,19,negocios,malo
FOCR990226,Richard,Flores,Cunningham,1999-02-26,20,H,1,propia,alta,14161443,38123,23,negocios,malo
SIWK660528,Kevin,Sing,Williams,1966-05-28,52,H,2,renta,muy-grande,26589160,26194,24,TV,malo
WIDJ420820,Johnny,Wipf,Davis,1942-08-20,76,H,2,renta,muy-grande,60308621,5214,13,educacion,bueno
RIBM570325,Ma,Rivera,Brower,1957-03-25,62,M,0,renta,moderada,34226,5209,7,otros,bueno
YATF720112,Frederic,Yanko,Thompson,1972-01-12,47,H,2,propia,alta,85710298,4946,5,negocios,bueno
PEFJ280202,Jean,Perez,Franks,1928-02-02,91,M,1,propia,moderada,22112,48035,4,carro,bueno
MALM390413,Michael,Mabrey,Ling,1939-04-13,80,H,0,propia,alta,20393454,9269,12,negocios,malo
WAWG851004,Greg,Ward,Washington,1985-10-04,33,H,0,propia,moderada,44041,44288,15,linea blanca,bueno
SARD230723,Deborah,Staschke,Rosenberg,1923-07-23,95,M,1,renta,pequena,7628,11935,23,linea blanca,malo
GOHS750814,Scott,Gowen,Harden,1975-08-14,43,H,0,renta,pequena,4405,46206,5,muebles,malo
HOOD801208,Dora,Holman,Overman,1980-12-08,38,M,2,renta,muy-grande,87319891,15777,3,carro,bueno
WIRV600831,Valerie,Wilt,Recher,1960-08-31,58,M,2,propia,alta,79300111,1440,5,educacion,malo
CIFO301209,Otis,Cisneros,Fontaine,1930-12-09,88,H,1,propia,muy-grande,65862841,43664,20,otros,malo
AEHM511216,Muriel,Abernathy,Hill,1951-12-16,67,M,2,renta,alta,81055954,1673,5,radio,bueno
REWC071110,Constance,Reinhardt,Williams,1907-11-10,111,M,1,renta,pequena,7401,15043,10,reparaciones,bueno
CUKF030414,Fredrick,Cummings,Kelly,1903-04-14,116,H,2,no,alta,63255971,27446,9,TV,bueno
DOBS100515,Simon,Donnelly,Brown,1910-05-15,108,H,2,renta,pequena,1574,8436,18,linea blanca,malo
CUBS630508,Sharon,Curiel,Bogle,1963-05-08,55,M,3,renta,moderada,23840,40793,17,educacion,bueno
WALS660222,Steven,Wallace,Lavadera,1966-02-22,53,H,2,renta,pequena,7831,4766,3,otros,malo
HAGC080124,Charles,Hall,Greer,1908-01-24,111,H,1,propia,pequena,106,9456,3,educacion,bueno
COAM000413,Marilyn,Cope,Ashburn,2000-04-13,19,M,0,no,alta,98954171,16948,19,equipo,bueno
WIPR410817,Rodney,Williams,Potter,1941-08-17,77,H,2,renta,muy-grande,59827874,16980,20,linea blanca,bueno
MAGS310326,Sandra,Mcfall,Guetierrez,1931-03-26,88,M,2,propia,muy-grande,21648918,10752,17,vacaciones,malo
BOSF311224,Faviola,Bourgeois,Stewart,1931-12-24,87,M,2,renta,muy-grande,70141738,27868,2,otros,malo
